source_row_number,kebele_code,display_name,source_region_code,source_zone_code,source_woreda_code,matched_woreda_code,match_method,match_status,review_note
6866,ET050206888001,Duriya,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6867,ET050206888002,Werabajiru,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6868,ET050206888003,Alaybadey,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6869,ET050206888004,Kebrehantin,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6870,ET050206888005,Dibile,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6871,ET050206888006,Bushalie,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6872,ET050206888007,Egato,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6873,ET050206888008,Goljeno,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6874,ET050206888009,Birsle,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6875,ET050206888010,Fedega,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6876,ET050206888011,Chingada,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6877,ET050206888012,Gilo,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6878,ET050206888013,Guyo,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6879,ET050206888014,Danaba,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6880,ET050206888015,Qotoroble,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6881,ET050206888016,Lebesheg,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6882,ET050206888017,Gerbi,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6883,ET050206888018,Mergacho,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6884,ET050206888019,Hare,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6885,ET050206888020,Ferda,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6886,ET050206888021,Risle,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6887,ET050206888022,Kaha,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6888,ET050206888023,Adady,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6889,ET050206888024,Garbile,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6890,ET050206888025,Durwale,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6891,ET050206888026,Gumer,ET05,ET0502,ET050206,ET050206,EXACT_WOREDA_CODE,MATCHED,
6892,ET050207888001,Lefeslamot,ET05,ET0502,ET050207,ET050207,EXACT_WOREDA_CODE,MATCHED,
6893,ET050207888002,Frewoyn,ET05,ET0502,ET050207,ET050207,EXACT_WOREDA_CODE,MATCHED,
6894,ET050207888003,Deblewoyni,ET05,ET0502,ET050207,ET050207,EXACT_WOREDA_CODE,MATCHED,
6895,ET050207888004,Medewoyn,ET05,ET0502,ET050207,ET050207,EXACT_WOREDA_CODE,MATCHED,
6896,ET050207888005,Kudamayle,ET05,ET0502,ET050207,ET050207,EXACT_WOREDA_CODE,MATCHED,
6897,ET050207888006,Farahliben,ET05,ET0502,ET050207,ET050207,EXACT_WOREDA_CODE,MATCHED,
6898,ET050207888007,Derbiga,ET05,ET0502,ET050207,ET050207,EXACT_WOREDA_CODE,MATCHED,
6899,ET050207888008,Gumerta,ET05,ET0502,ET050207,ET050207,EXACT_WOREDA_CODE,MATCHED,
6900,ET050207888009,Mirmir,ET05,ET0502,ET050207,ET050207,EXACT_WOREDA_CODE,MATCHED,
6901,ET050207888010,Belease,ET05,ET0502,ET050207,ET050207,EXACT_WOREDA_CODE,MATCHED,
6902,ET050207888011,Afufule,ET05,ET0502,ET050207,ET050207,EXACT_WOREDA_CODE,MATCHED,
